d3mIndex,Player,Number_seasons,Games_played,At_bats,Runs,Hits,Doubles,Triples,Home_runs,RBIs,Walks,Strikeouts,Batting_average,On_base_pct,Slugging_pct,Fielding_ave,Position,Hall_of_Fame
1271,U.L._WASHINGTON,11,907,2797,358,703,103,36,27,255,261,409.0,0.251,0.315,0.34299999999999997,0.956,Shortstop,0
1274,ROY_WEATHERLY,10,811,2781,415,794,152,44,43,290,180,170.0,0.28600000000000003,0.331,0.418,0.975,Outfield,0
1275,SKEETER_WEBB,12,699,2274,216,498,73,15,3,166,132,215.0,0.21899999999999997,0.263,0.268,0.946,Shortstop,0
1276,AL_WEIS,10,800,1578,195,346,45,11,7,115,117,299.0,0.21899999999999997,0.27899999999999997,0.275,0.975,Second_base,0
1277,CURT_WELCH,10,1107,4385,915,1152,215,66,16,186,381,93.0,0.263,0.345,0.353,0.9329999999999999,Outfield,0
1278,BILLY_WERBER,11,1295,5024,875,1363,271,50,78,539,701,363.0,0.271,0.364,0.392,0.9440000000000001,Third_base,0
1280,SAM_WEST,16,1753,6148,934,1838,347,101,75,838,696,540.0,0.299,0.371,0.425,0.983,Outfield,0
1281,WALLY_WESTLAKE,10,958,3117,474,848,107,33,127,539,317,453.0,0.272,0.34600000000000003,0.45,0.983,Outfield,0
1282,WES_WESTRUM,11,919,2322,302,503,59,8,96,315,489,514.0,0.217,0.35700000000000004,0.373,0.985,Catcher,0
1283,ZACK_WHEAT,19,2410,9106,1289,2884,476,172,132,1248,650,559.0,0.317,0.36700000000000005,0.45,0.966,Outfield,2
1284,FRANK_WHITE,18,2324,7859,912,2006,407,58,160,886,412,1035.0,0.255,0.295,0.38299999999999995,0.9840000000000001,Second_base,0
1285,DEACON_WHITE,15,1299,5335,849,1619,217,73,18,756,292,215.0,0.303,0.344,0.382,0.853,Third_base,0
1286,JERRY_WHITE,11,646,1196,155,303,50,9,21,109,148,174.0,0.253,0.33899999999999997,0.363,0.9740000000000001,Outfield,0
1287,ROY_WHITE,15,1881,6650,964,1803,300,51,160,758,934,708.0,0.271,0.363,0.40399999999999997,0.988,Outfield,0
1288,SAMMY_WHITE,11,1043,3502,324,916,167,20,66,421,218,381.0,0.262,0.307,0.377,0.9840000000000001,Catcher,0
1289,BILL_WHITE,13,1673,5972,843,1706,278,65,202,870,596,927.0,0.28600000000000003,0.353,0.455,0.992,First_base,0
1290,TERRY_WHITFIELD,10,730,1913,233,537,93,12,33,179,138,288.0,0.281,0.332,0.39399999999999996,0.976,Outfield,0
1291,PINKY_WHITNEY,12,1539,5765,696,1701,303,56,93,927,400,438.0,0.295,0.34299999999999997,0.415,0.961,Third_base,0
1292,ART_WHITNEY,11,978,3681,475,820,89,32,6,266,302,173.0,0.223,0.285,0.26899999999999996,0.888,Third_base,0
1293,ERNIE_WHITT,15,1328,3774,447,938,176,15,134,534,436,491.0,0.249,0.327,0.41,0.991,Catcher,0
1294,POSSUM_WHITTED,11,1025,3630,440,978,145,60,23,451,215,310.0,0.26899999999999996,0.313,0.361,0.975,Outfield,0
1295,ROB_WILFONG,11,959,2690,318,668,97,23,39,261,205,387.0,0.248,0.305,0.345,0.982,Second_base,0
1297,CY_WILLIAMS,19,2002,6780,1024,1981,306,74,251,1005,690,721.0,0.292,0.365,0.47,0.973,Outfield,0
1298,JIMMY_WILLIAMS,11,1456,5481,781,1507,242,138,49,796,474,,0.275,0.336,0.396,0.955,Second_base,0
1299,KEN_WILLIAMS,14,1397,4862,860,1552,285,77,196,913,566,287.0,0.319,0.39299999999999996,0.53,0.958,Outfield,0
1300,DICK_WILLIAMS,13,1023,2959,358,768,157,12,70,331,227,392.0,0.26,0.315,0.392,0.9890000000000001,Outfield,0
1302,WALT_WILLIAMS,10,842,2373,284,640,106,11,33,173,126,211.0,0.27,0.311,0.365,0.981,Outfield,0
1303,NED_WILLIAMSON,13,1201,4553,809,1159,228,85,64,667,506,532.0,0.255,0.332,0.384,0.866,Third_base,0
1304,MAURY_WILLS,14,1942,7588,1067,2134,177,71,20,458,552,684.0,0.281,0.331,0.331,0.963,Shortstop,0
1305,WALT_WILMOT,10,960,3981,725,1100,152,91,58,594,349,222.0,0.276,0.337,0.40399999999999997,0.903,Outfield,0
1308,HACK_WILSON,12,1348,4760,884,1461,266,67,244,1062,674,713.0,0.307,0.395,0.545,0.965,Outfield,2
1309,RED_WILSON,10,602,1765,206,455,84,8,24,189,215,163.0,0.258,0.341,0.355,0.99,Catcher,0
1310,MOOKIE_WILSON,12,1403,5094,731,1397,227,71,67,438,282,866.0,0.27399999999999997,0.315,0.386,0.982,Outfield,0
1311,BOBBY_WINE,12,1164,3172,249,682,104,16,30,268,214,538.0,0.215,0.265,0.28600000000000003,0.971,Shortstop,0
1312,IVEY_WINGO,17,1327,4003,362,1039,147,81,25,455,264,285.0,0.26,0.307,0.355,0.9620000000000001,Catcher,0
1313,SAM_WISE,12,1175,4715,834,1281,221,112,49,672,389,643.0,0.272,0.332,0.397,0.8590000000000001,Shortstop,0
1314,WHITEY_WITT,10,1139,4171,632,1195,144,62,18,302,489,309.0,0.287,0.36200000000000004,0.364,0.971,Outfield,0
1315,JOHN_WOCKENFUSS,12,795,2072,267,543,73,11,86,310,277,278.0,0.262,0.35100000000000003,0.43200000000000005,0.972,Catcher,0
1316,JIM_WOHLFORD,15,1220,3049,349,793,125,33,21,305,241,376.0,0.26,0.316,0.34299999999999997,0.98,Outfield,0
1317,JIMMY_WOLF,11,1198,4968,779,1440,213,109,18,207,229,71.0,0.29,0.327,0.387,0.9179999999999999,Outfield,0
1318,GEORGE_WOOD,13,1280,5371,965,1467,228,132,68,601,418,547.0,0.273,0.32899999999999996,0.40299999999999997,0.895,Outfield,0
1320,GENE_WOODLING,17,1796,5587,830,1585,257,63,147,830,921,479.0,0.284,0.38799999999999996,0.431,0.9890000000000001,Outfield,0
1322,BUTCH_WYNEGAR,13,1301,4330,498,1102,176,15,65,506,626,428.0,0.255,0.35100000000000003,0.34700000000000003,0.9890000000000001,Catcher,0
1323,JIM_WYNN,15,1920,6653,1105,1665,285,39,291,964,1224,1427.0,0.25,0.369,0.436,0.981,Outfield,0
1324,JOHNNY_WYROSTEK,11,1221,4240,525,1149,209,45,58,481,482,437.0,0.271,0.349,0.38299999999999995,0.975,Outfield,0
1325,CARL_YASTRZEMSKI,23,3308,11988,1816,3419,646,59,452,1844,1845,1393.0,0.285,0.382,0.462,0.981,Outfield,1
1326,JOE_YEAGER,10,574,1853,203,467,77,29,4,201,110,,0.252,0.309,0.331,0.927,Third_base,0
1330,EDDIE_YOST,18,2109,7346,1215,1863,337,56,139,683,1614,920.0,0.254,0.395,0.371,0.9570000000000001,Third_base,0
1331,PEP_YOUNG,10,730,2466,274,645,128,34,32,347,152,312.0,0.262,0.308,0.38,0.9640000000000001,Second_base,0
1332,JOEL_YOUNGBLOOD,14,1408,3659,453,969,180,23,80,422,332,589.0,0.265,0.332,0.392,0.981,Outfield,0
1333,ROSS_YOUNGS,10,1211,4627,812,1491,236,93,42,592,550,390.0,0.322,0.39899999999999997,0.441,0.953,Outfield,2
1334,AL_ZARILLA,10,1120,3535,507,975,186,43,61,456,415,382.0,0.276,0.35700000000000004,0.405,0.9740000000000001,Outfield,0
1336,CHIEF_ZIMMER,19,1280,4546,617,1224,222,76,26,620,390,323.0,0.26899999999999996,0.33899999999999997,0.369,0.9520000000000001,Catcher,0
1337,DON_ZIMMER,12,1095,3283,353,773,130,22,91,352,246,678.0,0.235,0.29100000000000004,0.37200000000000005,0.941,Third_base,0
1339,RICHIE_ZISK,13,1453,5144,681,1477,245,26,207,792,533,910.0,0.287,0.355,0.466,0.981,Outfield,0
